ID,Name,Pos,League,Team,Org,LgLvl,Age,Height,Bats,Throws,Cntct,Gap,Pow,Eye,Ks,PotCntct,PotGap,PotPow,PotEye,PotKs,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CAb,CArm,P,C,1B,2B,3B,SS,LF,CF,RF,Speed,Steal,Run,SacBunt,BuntHit,Stf,Mov,Ctrl,PotStf,PotMov,PotCtrl,Vel,GB,Stm,Hold,Fst,Snk,Cutt,Crv,Sld,Chg,Splt,Frk,CirChg,Scr,Kncrv,Knbl,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead
16244,"António Moreno",RP,0,0,0,0,32,187,L,R,35,30,20,20,40,35,30,20,20,40,20,40,60,25,25,75,30,20,25,20,0,0,0,0,0,0,0,0,25,30,35,55,20,55,55,65,55,55,65,96-98,56,60,55,60,50,0,0,0,0,0,0,35,0,0,0,60,50,0,0,0,0,0,0,35,0,0,0,N,N,N,N,L
16245,"Jim Church",1B,0,0,0,0,25,191,R,R,40,50,45,55,40,45,55,50,60,40,40,40,40,20,30,35,30,20,20,0,0,45,0,0,0,0,0,0,35,35,20,30,20,20,25,20,20,25,20,80-83,41,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,N
16246,"Tae-sang Lee",RP,0,0,0,0,22,184,S,R,35,35,20,25,30,40,35,20,25,40,30,35,50,25,35,30,35,20,25,45,0,0,0,0,0,0,0,0,35,35,25,50,20,55,35,40,55,35,45,94-96,55,75,45,0,0,45,35,0,60,45,50,0,0,0,0,0,0,45,35,0,60,50,55,0,0,0,0,H,N,H,L,L
16248,"Orlando Gonzáles",CF,-144,16,16,,18,188,R,R,25,40,25,30,25,45,50,30,50,40,55,40,40,40,55,35,55,20,20,0,0,0,0,0,20,25,25,25,60,50,50,75,70,20,30,20,20,30,20,80-83,42,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,H,N,N
16249,"José López",SS,144,5,5,1,22,186,R,R,40,45,25,35,45,40,45,25,40,45,80,65,60,70,20,50,60,20,20,0,0,0,70,30,70,0,0,0,75,60,45,70,65,20,30,20,20,30,20,80-83,46,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,L
16250,"Ron Ward",RF,144,30,30,1,28,186,R,R,45,65,60,55,40,45,65,60,55,40,50,40,65,45,65,75,80,20,20,0,0,0,0,0,0,65,50,75,70,80,80,55,20,20,30,20,20,30,20,80-83,42,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N
16251,"Jeremy Barber",RP,107,171,29,4,25,191,R,R,30,35,25,20,25,30,35,25,25,25,25,45,50,25,25,25,80,20,20,50,0,0,0,0,0,0,0,0,20,20,20,55,20,50,40,40,60,40,45,90-92,50,55,60,0,0,55,55,0,25,0,0,0,0,0,0,0,0,60,60,0,25,0,0,0,0,0,0,N,N,N,N,N
16252,"Callum Doggett",LF,110,213,8,5,20,186,S,R,40,50,25,30,40,45,50,35,35,50,25,30,45,25,30,55,50,20,20,0,0,0,0,0,0,25,0,20,55,40,20,30,20,20,30,20,20,30,20,80-83,47,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N
16254,"Mario Cerda",3B,0,0,0,0,33,185,R,R,45,45,35,50,60,45,45,35,50,60,50,80,80,70,20,50,65,20,20,0,0,0,65,75,50,0,0,0,60,75,70,50,35,20,25,30,20,25,30,80-83,40,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,L,L,N,N,N
16255,"Gil Harris",RP,110,218,12,5,24,197,L,R,40,40,20,30,35,40,40,20,30,40,35,30,45,25,30,35,35,20,20,50,0,0,0,0,0,0,0,0,25,20,20,65,25,45,35,35,45,35,40,88-90,52,50,55,45,0,0,45,0,45,0,0,0,0,0,0,45,0,0,50,0,45,0,0,0,0,0,0,N,H,L,H,N
16256,"Joe Reeves",SP,0,0,0,0,27,201,S,R,35,35,20,25,25,35,35,20,25,30,25,25,65,25,35,25,30,20,20,35,0,0,0,0,0,0,0,0,30,20,20,75,20,55,50,55,55,50,55,89-91,52,60,60,55,0,0,0,50,65,0,0,0,0,0,0,55,0,0,0,50,65,0,0,0,0,0,0,N,N,N,L,N
16257,"Micah Parks",1B,0,0,0,0,25,190,S,L,50,55,55,40,55,50,55,55,40,55,35,30,35,25,30,25,25,20,20,0,0,45,0,0,0,0,0,0,25,35,35,40,25,20,30,25,20,30,25,80-83,42,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,L
16258,"Sergio Martínez",RP,103,129,7,3,24,202,R,R,35,40,25,25,30,35,40,25,25,30,25,50,55,30,25,30,30,20,20,50,0,0,0,0,0,0,0,0,25,20,30,50,25,70,35,45,70,35,55,97-99,48,55,40,65,0,0,65,40,60,0,0,0,0,0,0,70,0,0,65,40,60,0,0,0,0,0,0,N,N,N,N,N
16259,"Tim Norris",RP,101,107,28,2,26,185,S,R,35,40,25,25,45,35,40,25,25,45,20,20,45,35,35,30,30,20,20,20,0,0,0,0,0,0,0,0,20,20,25,50,20,50,50,40,60,50,40,92-94,55,40,55,60,0,0,0,0,0,45,0,45,0,0,0,60,0,0,0,0,0,50,0,65,0,0,0,N,N,H,L,L
16261,"Hyuk Yun",SP,104,143,20,3,24,200,S,R,30,40,25,25,25,30,40,25,25,25,30,30,60,25,35,20,50,20,20,50,0,0,0,0,0,0,0,0,25,20,30,45,20,55,40,55,55,40,60,95-97,43,75,45,55,0,0,50,35,55,0,50,45,0,0,0,60,0,0,50,50,55,0,50,45,0,0,0,N,N,H,N,N
16262,"Cris Toledo",RP,104,138,14,3,22,189,R,R,20,35,20,25,20,30,35,20,25,25,35,25,35,25,20,30,35,20,20,50,0,0,0,0,0,0,0,0,20,20,20,55,20,55,40,40,55,40,45,93-95,47,60,30,60,0,0,50,0,35,0,0,0,0,0,0,60,0,0,50,0,35,0,0,0,0,0,0,N,L,N,H,N
16263,"António Rivera",C,111,227,29,5,22,196,S,R,35,45,40,45,30,35,45,45,55,35,40,30,35,25,25,25,30,55,45,0,40,0,0,0,0,0,0,0,25,20,20,35,25,20,30,20,20,30,20,80-83,47,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,N
16264,"Nicky Shopland",2B,144,16,16,1,32,188,L,R,55,65,55,50,65,55,65,55,50,65,65,55,45,55,25,30,25,20,20,0,0,0,65,0,45,0,0,0,45,70,70,30,40,20,25,20,20,25,20,80-83,40,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,H,L,N,N
16265,"Greg Muller",LF,0,0,0,0,29,184,R,R,45,65,70,55,40,45,65,70,55,40,30,35,40,35,55,65,55,20,25,0,0,0,0,0,0,60,40,55,60,75,80,35,20,20,25,25,20,25,25,80-83,41,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,N,H,L,L
16266,"Álex Flores",SP,100,86,8,2,24,175,R,R,35,40,25,25,30,40,40,25,25,40,25,30,55,20,50,25,25,20,20,35,0,0,0,0,0,0,0,0,20,20,30,75,20,55,45,45,60,50,50,92-94,61,65,30,55,0,0,0,60,35,0,0,55,0,0,0,55,0,0,0,60,35,0,0,70,0,0,0,N,L,N,N,N
16267,"Mike Reid",RP,0,0,0,0,19,194,R,R,30,35,20,20,30,40,35,20,25,50,25,30,45,30,35,30,40,20,20,35,0,0,0,0,0,0,0,0,20,20,20,40,20,40,35,25,55,35,35,89-91,53,50,60,45,0,0,0,45,20,0,0,0,0,0,0,55,0,0,0,60,20,0,0,0,0,0,0,L,L,N,N,N
16268,"Nate Huff",CF,109,192,22,4,21,186,R,R,40,50,20,45,35,45,50,20,60,40,65,50,35,55,60,55,50,20,20,0,0,0,0,0,0,55,40,40,60,45,45,55,45,20,30,20,20,30,30,80-83,44,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,L,N,N
16269,"Albert Infante",CF,-144,6,6,,18,188,R,R,30,35,25,35,25,35,35,35,50,35,55,50,55,55,55,45,60,20,20,0,0,25,0,0,25,25,25,25,60,55,70,30,40,20,30,20,20,30,20,80-83,45,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,N
16270,"Juan Delgado",RP,107,173,10,4,23,192,R,R,35,35,25,35,25,35,35,25,35,30,30,50,50,25,35,35,30,20,20,55,0,0,0,0,0,0,0,0,25,20,25,50,20,45,50,40,55,50,40,94-96,58,55,25,50,0,0,45,40,25,45,50,0,0,0,0,50,0,0,60,45,35,45,55,0,0,0,0,N,H,L,N,N
16271,"Mitch Jones",SP,100,96,30,2,23,186,R,R,35,35,20,25,30,35,35,20,25,35,20,20,45,20,25,25,20,20,25,20,0,0,0,0,0,0,0,0,40,30,35,60,25,55,50,45,60,50,45,95-97,55,40,30,0,0,60,30,0,35,0,55,0,0,0,0,0,0,60,30,0,50,0,55,0,0,0,0,N,N,N,N,N
16272,"Tim Moore",SS,0,0,0,0,26,183,R,R,45,45,20,50,45,45,45,20,55,45,60,50,45,55,20,45,40,20,20,0,0,0,0,40,40,0,0,0,50,65,55,50,30,20,35,20,20,35,20,80-83,49,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,L,N,N
16273,"Chris Davis",SP,145,400,400,11,16,184,R,R,30,35,20,25,30,40,45,20,30,45,30,25,45,25,25,25,35,20,20,45,0,0,0,0,0,0,0,0,25,20,20,75,25,30,30,20,45,35,35,87-89,49,70,40,35,0,0,0,35,20,0,0,0,0,0,0,50,0,0,0,55,20,0,0,0,0,0,0,N,L,N,L,N
16274,"Tong-yeop Chang",RF,0,0,0,0,25,191,S,R,45,45,30,50,50,45,45,30,50,50,30,25,45,30,60,80,70,20,20,0,0,20,0,0,0,65,40,60,65,45,45,55,50,20,30,20,20,30,20,80-83,44,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,L,L,L,N,N
16275,"Jorge Gonzáles",SP,108,193,8,4,22,197,R,R,35,35,25,25,35,35,35,25,25,35,25,25,70,35,20,25,20,20,20,40,0,0,0,0,0,0,0,0,25,20,20,40,20,55,35,40,55,35,40,94-96,51,55,35,70,50,0,0,0,25,0,0,0,0,0,0,70,50,0,0,0,25,0,0,0,0,0,0,N,H,L,N,N
16276,"José López",2B,-144,18,18,,20,181,R,R,30,40,20,30,25,45,45,20,45,40,60,45,60,45,40,45,50,20,20,0,0,0,25,0,25,0,0,0,60,55,40,70,55,20,30,20,20,30,20,80-83,49,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,L
16277,"Randy Maloney",RP,0,0,0,0,24,176,S,R,35,45,20,20,30,40,45,20,20,45,35,25,50,30,25,30,20,25,20,50,0,0,0,0,0,0,0,0,25,25,20,35,25,50,35,25,50,35,25,90-92,52,45,20,0,0,50,55,0,30,0,0,0,0,0,0,0,0,50,55,0,30,0,0,0,0,0,0,N,L,N,N,N
16278,"Ron Clark",2B,144,1,1,1,27,185,S,R,50,60,65,55,45,50,60,65,55,45,65,55,55,80,45,55,45,20,25,0,0,0,70,40,60,0,0,0,30,55,30,40,20,20,30,20,20,30,25,80-83,43,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N
16279,"Bob Robertson",SP,114,257,4,6,22,186,R,R,25,30,20,25,25,30,30,20,25,25,30,25,70,20,35,40,35,20,20,45,0,0,0,0,0,0,0,0,20,20,20,45,25,40,35,35,45,35,45,90-92,47,50,55,45,0,0,45,0,40,0,0,0,0,0,0,45,0,0,55,0,50,0,0,0,0,0,0,N,N,N,N,N
16280,"Hal Hudswell",CF,0,0,0,0,34,180,R,R,55,50,25,40,75,55,50,25,40,75,35,30,25,30,70,55,60,20,20,0,0,0,0,0,0,75,60,50,75,80,65,40,50,20,25,20,20,25,20,80-83,41,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,H,N,N,N
16281,"Juan Trujillo",SP,-144,14,14,,20,194,S,R,35,35,20,25,35,40,35,20,25,40,25,25,40,20,30,30,25,20,20,35,0,0,0,0,0,0,0,0,20,20,20,40,25,40,30,35,55,30,55,96-98,45,55,45,55,0,0,35,0,25,0,0,0,0,0,0,60,0,0,60,0,45,0,0,0,0,0,0,N,N,H,L,L
16282,"Chris Johnson",C,109,201,18,4,23,183,R,R,40,50,30,50,35,45,50,40,60,40,25,35,50,25,25,45,55,50,65,0,50,0,0,0,0,0,0,0,20,30,20,50,25,20,30,20,20,30,20,80-83,47,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,L
16283,"Rod Anderson",RP,0,0,0,0,29,192,L,L,40,35,25,30,40,40,35,25,30,40,30,30,55,20,30,25,25,20,20,50,0,0,0,0,0,0,0,0,25,20,35,65,25,80,50,50,80,50,50,96-98,48,25,65,0,0,70,75,0,0,0,0,0,0,0,0,0,0,70,75,0,0,0,0,0,0,0,0,H,N,N,N,N
16284,"Ben Savage",RP,145,400,400,11,17,184,R,R,25,30,20,20,30,40,35,25,25,45,30,30,50,20,50,30,25,20,20,40,0,0,0,0,0,0,0,0,20,20,35,25,25,35,35,20,45,35,35,92-94,53,30,30,45,0,0,30,0,0,0,0,0,0,0,0,60,0,0,55,0,0,0,0,0,0,0,0,H,L,L,N,N
16286,"Sergio Rodríguez",RP,105,148,25,4,25,186,S,R,40,35,30,25,40,40,35,30,25,40,20,30,55,30,20,35,30,20,20,20,0,0,0,0,0,0,0,0,20,25,20,40,20,55,45,60,60,45,60,91-93,43,35,50,60,0,0,0,60,20,0,0,0,0,0,0,65,0,0,0,60,20,0,0,0,0,0,0,H,L,N,H,N
16287,"Zach Powell",RP,0,0,0,0,30,192,R,R,35,40,20,30,35,35,40,20,30,35,35,35,50,25,30,30,30,20,20,55,0,0,0,0,0,0,0,0,25,20,20,40,20,55,60,40,55,60,40,95-97,60,55,35,60,0,0,55,35,55,0,0,0,0,50,0,60,0,0,55,35,55,0,0,0,0,50,0,N,N,L,N,N
16288,"Otton van der Reijd",SP,103,135,1,3,25,192,L,L,35,35,25,25,30,35,35,25,25,30,20,45,45,25,25,50,25,20,20,35,0,0,0,0,0,0,0,0,20,25,20,40,20,55,55,40,60,55,40,95-97,62,65,65,0,0,45,70,65,0,0,0,0,0,0,0,0,0,55,75,65,0,0,0,0,0,0,0,N,N,N,N,L
16289,"Artie Thompson",RF,111,220,9,5,22,192,L,L,40,50,35,45,35,40,50,35,50,35,30,30,45,20,40,55,50,20,20,0,0,0,0,0,0,25,0,25,40,30,25,35,40,20,30,20,20,30,20,80-83,43,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,N
16290,"Luis Encarnación",SP,109,185,28,4,20,187,R,R,30,35,20,35,25,35,35,25,40,30,20,35,55,25,40,35,35,20,20,35,0,0,0,0,0,0,0,0,25,25,20,70,25,45,40,40,55,45,55,92-94,52,75,30,50,0,0,30,35,60,0,0,0,0,0,0,60,0,0,55,35,60,0,0,0,0,0,0,N,N,N,N,H
16291,"Jake Kelly",RF,110,210,30,5,22,186,L,L,40,60,35,50,40,45,60,50,55,45,25,35,40,20,50,45,50,20,20,0,0,0,0,0,0,30,0,45,30,55,50,30,20,20,35,20,20,35,20,80-83,50,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,N
16292,"Simon Jones",SP,-144,15,15,,16,196,L,L,20,25,20,20,20,20,45,20,25,20,30,30,70,20,30,20,35,20,20,50,0,0,0,0,0,0,0,0,25,20,20,55,25,25,35,25,35,35,40,83-85,50,55,70,25,0,0,0,25,25,0,0,0,0,0,0,35,0,0,0,45,55,0,0,0,0,0,0,H,N,N,N,N
16293,"Joe Malley",CL,106,156,3,4,25,188,L,L,40,45,25,45,40,40,45,25,45,40,20,30,45,25,65,60,60,20,20,20,0,0,0,0,0,0,0,0,70,45,30,25,25,70,30,55,70,30,60,95-97,44,55,60,0,0,60,0,70,25,0,0,0,0,0,0,0,0,60,0,70,25,0,0,0,0,0,0,N,H,H,N,N
16294,"Sergio Alejo",SP,110,208,27,5,22,182,R,R,35,40,25,30,30,40,40,25,30,40,25,30,50,20,35,25,25,20,20,40,0,0,0,0,0,0,0,0,20,25,25,55,20,50,30,45,55,30,55,95-97,42,55,25,50,0,50,35,0,45,0,0,0,0,0,0,60,0,55,35,0,50,0,0,0,0,0,0,N,N,N,N,H
16296,"Sean Thompson",SP,0,0,0,0,27,176,L,L,40,45,20,25,40,40,45,20,25,40,25,35,55,20,20,35,30,20,20,45,0,0,0,0,0,0,0,0,20,25,25,75,20,70,45,45,70,45,45,96-98,49,35,75,65,0,60,0,0,70,55,0,0,0,0,0,65,0,60,0,0,70,60,0,0,0,0,0,N,H,L,H,H
16297,"Ken Pierson",SP,104,139,26,3,25,185,R,R,40,50,30,50,35,40,50,45,55,40,30,35,35,50,25,40,30,20,20,50,0,0,0,0,0,0,0,0,55,70,45,35,45,50,50,40,55,50,45,91-93,54,55,45,0,0,60,55,0,45,0,0,0,0,0,0,0,0,60,55,0,55,0,0,0,0,0,0,H,L,N,N,L
16298,"Bobby Bright",SP,147,461,461,10,19,197,R,R,25,35,20,25,25,45,40,25,30,50,30,30,50,35,35,45,25,20,20,50,0,0,0,0,0,0,0,0,20,20,25,50,20,35,30,20,40,30,30,89-91,46,60,20,40,0,0,35,0,0,0,0,0,0,0,0,50,0,0,55,0,0,0,0,0,0,0,0,H,L,N,N,N
16299,"Rodolfo Seca",CF,105,155,15,4,23,192,R,R,45,50,25,45,45,45,50,25,50,50,70,60,55,65,60,50,70,20,25,0,0,70,70,0,55,40,40,50,65,75,80,30,35,20,30,20,20,30,20,80-83,42,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,L
16300,"Jorge Gabriel",RP,0,0,0,0,19,191,R,R,30,30,20,20,25,40,35,20,20,35,30,25,55,20,30,20,20,20,20,45,0,0,0,0,0,0,0,0,25,25,20,45,25,35,30,25,40,30,40,86-88,49,50,35,35,0,0,35,0,25,0,30,0,0,0,0,35,0,0,40,0,35,0,30,0,0,0,0,N,N,N,N,N
16301,"Callum Furzer",RP,0,0,0,0,26,199,R,R,25,35,20,25,25,25,35,20,25,25,35,30,50,30,45,40,30,20,20,55,0,0,0,0,0,0,0,0,25,20,20,50,25,65,55,35,65,55,40,93-95,61,70,65,0,60,65,0,0,25,0,0,0,0,0,0,0,60,65,0,0,25,0,0,0,0,0,0,L,N,N,N,N
16302,"Jesús Rodríguez",RP,144,22,22,1,25,199,L,L,45,40,20,30,50,45,40,20,30,50,35,20,50,20,25,30,25,20,20,45,0,0,0,0,0,0,0,0,25,20,20,45,20,80,50,35,80,50,35,99-101,54,65,80,80,0,0,0,55,20,70,0,0,0,0,0,80,0,0,0,55,20,70,0,0,0,0,0,N,N,N,N,L
16303,"Lynwood Herrera",1B,101,91,19,2,25,186,R,R,50,50,50,50,60,50,50,55,50,60,50,55,70,40,20,50,70,20,25,0,0,60,35,55,0,0,0,0,30,30,20,25,20,20,30,20,20,30,20,80-83,48,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N
16304,"José Gonzáles",2B,108,177,7,4,20,181,L,R,45,50,25,40,50,50,50,25,45,65,55,50,50,65,40,40,40,20,20,0,0,0,45,0,25,0,0,0,60,45,40,45,30,20,25,20,20,25,20,80-83,40,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N
16305,"Pat Hernández",1B,0,0,0,0,27,204,L,L,40,60,60,50,35,40,60,60,50,35,45,45,45,25,40,30,25,20,20,0,0,75,0,0,0,0,0,0,25,25,20,20,20,45,30,25,45,30,30,90-92,46,65,70,45,0,0,50,0,45,0,0,0,0,0,0,50,0,0,55,0,50,0,0,0,0,0,0,N,N,N,N,N
16306,"Bob Reed",SP,145,400,400,11,18,188,L,L,20,35,25,30,20,35,40,25,45,35,35,25,60,20,30,30,35,20,20,45,0,0,0,0,0,0,0,0,35,20,35,50,30,30,35,20,40,35,35,86-88,52,80,75,35,0,0,25,30,0,0,0,0,0,0,0,45,0,0,45,45,0,0,0,0,0,0,0,N,N,N,N,N
16307,"José Palma",CF,110,213,8,5,19,185,R,L,40,40,20,30,35,45,45,20,40,45,60,50,40,25,70,60,55,20,20,0,0,0,0,0,0,25,40,25,70,60,45,35,25,20,30,20,20,30,20,80-83,42,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N
16308,"Chuck Petty",SP,110,211,11,5,22,184,R,R,35,35,25,35,30,35,35,25,40,35,25,30,50,25,35,20,60,20,20,40,0,0,0,0,0,0,0,0,20,20,25,55,20,40,35,35,45,35,35,92-94,51,60,30,50,0,0,0,40,40,0,0,0,0,0,0,55,0,0,0,45,40,0,0,0,0,0,0,L,H,N,N,N
16310,"Lonnie Boyd",3B,143,349,17,6,22,190,R,R,40,55,25,45,35,45,55,45,55,45,50,55,65,45,50,60,60,20,20,65,0,0,0,35,0,30,25,0,35,20,20,20,35,35,40,30,50,45,45,94-96,54,35,50,50,0,0,0,0,0,45,0,0,0,0,0,65,0,0,0,0,0,60,0,0,0,0,0,N,N,H,N,N
16312,"Juan Galló",LF,144,8,8,1,25,196,L,L,60,55,75,55,60,60,55,75,55,65,40,40,30,20,50,65,60,20,20,0,0,55,0,0,0,60,0,55,30,60,65,40,35,20,30,20,20,30,20,80-83,44,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,L,N,N
16313,"Ken Davis",SS,144,29,29,1,29,184,L,R,45,60,50,55,45,50,60,50,55,45,65,65,60,65,20,45,55,20,20,0,0,0,0,0,60,0,0,0,45,55,45,30,25,20,30,20,20,30,20,80-83,44,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,H
16314,"Tony Trujillo",LF,144,5,5,1,25,198,L,L,60,65,50,45,60,60,65,55,45,65,25,25,55,20,45,50,70,20,25,0,0,0,0,0,0,55,0,55,35,50,35,35,25,20,30,20,20,30,25,80-83,43,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N
16315,"Sergio Montoya",SP,101,114,25,2,37,186,S,L,20,35,25,30,25,20,35,25,30,25,30,30,50,25,25,20,35,20,20,40,0,0,0,0,0,0,0,0,20,25,20,40,20,55,55,60,55,55,60,94-96,68,65,75,0,0,60,45,60,45,0,0,0,0,0,0,0,0,60,45,60,45,0,0,0,0,0,0,N,N,H,L,L
16316,"Jorge Baca",RP,0,0,0,0,26,200,R,R,40,40,20,20,45,40,40,20,20,45,20,25,55,25,25,25,25,20,20,20,0,0,0,0,0,0,0,0,20,20,25,50,20,60,50,55,60,50,55,93-95,59,70,60,0,0,65,55,0,25,0,0,0,0,0,0,0,0,65,55,0,25,0,0,0,0,0,0,N,N,N,H,N
16317,"Joaquín González",RF,101,110,14,2,22,189,R,R,45,65,60,45,40,50,65,60,55,50,65,75,80,70,75,70,80,20,20,0,0,30,65,65,60,40,65,75,75,75,80,20,35,20,30,20,20,30,20,80-83,42,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,N,H,N
16318,"Joe Yeandle",RF,0,0,0,0,24,197,R,L,45,65,45,55,40,45,65,55,60,40,30,25,40,20,45,45,65,20,20,0,0,0,0,0,0,0,0,45,30,40,20,30,20,20,30,20,20,30,25,80-83,43,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,H
16319,"Chris Spencer",SP,145,400,400,11,18,191,R,L,25,30,20,25,25,40,40,25,30,40,25,30,45,20,35,30,30,20,20,35,0,0,0,0,0,0,0,0,20,20,30,40,20,30,35,20,40,35,35,86-88,53,65,80,35,0,0,0,35,25,0,0,0,0,0,0,45,0,0,0,50,30,0,0,0,0,0,0,H,L,L,H,N
16320,"Wilbert Reynolds",RF,104,138,14,3,23,188,L,L,45,50,40,50,40,45,50,45,55,40,35,40,70,20,45,60,75,20,20,0,0,45,0,0,0,40,25,55,40,25,35,45,45,20,30,20,20,30,20,80-83,47,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,L
16321,"Rod Bowers",SP,145,400,400,11,17,201,L,L,20,30,20,20,25,35,35,20,20,40,40,30,35,20,35,40,40,20,20,55,0,0,0,0,0,0,0,0,25,20,20,65,25,35,30,25,45,35,40,87-89,49,65,75,0,0,35,35,0,0,0,0,35,0,0,0,0,0,45,50,0,0,0,0,55,0,0,0,H,L,N,N,N
16322,"Chris Strong",RP,110,207,19,5,24,188,L,L,30,45,25,25,25,35,45,25,25,25,30,20,45,20,30,25,30,20,20,40,0,0,0,0,0,0,0,0,20,20,20,50,20,60,40,35,60,40,45,91-93,57,55,75,65,0,0,45,55,30,0,0,0,0,0,0,65,0,0,60,55,30,0,0,0,0,0,0,N,N,H,H,N
16323,"José Sánchez",C,105,149,20,4,23,184,R,R,35,60,45,50,30,40,60,55,60,30,25,40,45,25,25,25,40,60,50,0,50,0,0,0,0,0,0,0,60,35,20,40,20,20,30,20,20,30,20,80-83,48,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,L,N,N,N
16324,"Sal Larson",CL,145,400,400,11,17,175,S,R,20,30,25,25,20,20,40,25,25,20,25,25,50,20,25,30,30,20,25,35,0,0,0,0,0,0,0,0,30,20,20,80,20,35,30,20,50,30,40,85-87,47,70,25,35,0,0,35,0,25,0,0,0,0,0,0,45,0,0,55,0,30,0,0,0,0,0,0,N,L,N,N,N
16325,"Derek Gare",SP,109,201,18,4,22,179,R,L,25,35,20,25,25,25,35,20,25,25,30,25,45,20,35,25,30,20,20,45,0,0,0,0,0,0,0,0,35,20,20,60,20,55,50,30,65,50,35,92-94,58,80,65,55,0,0,60,0,30,0,55,0,0,0,0,60,0,0,60,0,60,0,65,0,0,0,0,N,N,N,H,L
16326,"Jesús Pérez",2B,108,193,8,4,22,182,R,R,40,45,30,40,35,45,50,35,50,45,45,50,35,50,20,35,25,20,20,0,0,0,35,0,0,0,0,0,60,55,50,50,25,20,25,20,20,25,20,80-83,39,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,L,L,N,N
16327,"Karol Groenevelt",SP,106,174,8,4,22,184,R,L,40,40,20,25,40,40,40,20,25,45,25,20,60,20,20,25,25,20,20,30,0,0,0,0,0,0,0,0,35,20,40,65,20,50,40,40,50,40,45,95-97,51,55,55,55,0,0,55,0,25,45,0,0,0,0,0,55,0,0,55,0,25,50,0,0,0,0,0,L,L,N,N,N
